MapDate,StateAbbreviation,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20200714,AZ,54.75,31.57,6.92,6.76,0.00,0.00,2020-07-14,2020-07-20,2
20200707,AZ,57.44,29.00,6.80,6.76,0.00,0.00,2020-07-07,2020-07-13,2
20200630,AZ,67.45,18.99,6.80,6.76,0.00,0.00,2020-06-30,2020-07-06,2
20200623,AZ,67.45,18.99,6.80,6.76,0.00,0.00,2020-06-23,2020-06-29,2
20200616,AZ,67.45,18.99,6.80,6.76,0.00,0.00,2020-06-16,2020-06-22,2
20200609,AZ,67.45,18.99,6.80,6.76,0.00,0.00,2020-06-09,2020-06-15,2
20200602,AZ,80.51,5.82,6.91,6.76,0.00,0.00,2020-06-02,2020-06-08,2
20200526,AZ,80.51,5.82,6.93,6.74,0.00,0.00,2020-05-26,2020-06-01,2
20200519,AZ,80.51,5.82,6.93,6.74,0.00,0.00,2020-05-19,2020-05-25,2
20200512,AZ,80.51,5.82,6.93,6.74,0.00,0.00,2020-05-12,2020-05-18,2
20200505,AZ,80.60,5.95,6.68,6.77,0.00,0.00,2020-05-05,2020-05-11,2
20200428,AZ,80.60,5.95,6.68,6.77,0.00,0.00,2020-04-28,2020-05-04,2
20200421,AZ,80.59,5.96,6.68,6.77,0.00,0.00,2020-04-21,2020-04-27,2
20200414,AZ,80.59,5.96,6.68,6.77,0.00,0.00,2020-04-14,2020-04-20,2
20200407,AZ,76.62,4.80,8.20,10.39,0.00,0.00,2020-04-07,2020-04-13,2
20200331,AZ,76.62,4.80,8.20,10.39,0.00,0.00,2020-03-31,2020-04-06,2
20200324,AZ,73.23,7.30,8.15,11.32,0.00,0.00,2020-03-24,2020-03-30,2
20200317,AZ,73.03,7.50,8.11,11.36,0.00,0.00,2020-03-17,2020-03-23,2
20200310,AZ,70.34,7.77,7.87,14.02,0.00,0.00,2020-03-10,2020-03-16,2
20200303,AZ,70.34,7.77,7.87,14.02,0.00,0.00,2020-03-03,2020-03-09,2
20200225,AZ,70.34,7.77,7.87,14.02,0.00,0.00,2020-02-25,2020-03-02,2
20200218,AZ,65.28,12.30,7.78,14.65,0.00,0.00,2020-02-18,2020-02-24,2
20200211,AZ,70.13,6.85,8.37,14.65,0.00,0.00,2020-02-11,2020-02-17,2
20200204,AZ,70.37,6.63,8.36,14.65,0.00,0.00,2020-02-04,2020-02-10,2
20200128,AZ,70.37,6.63,8.36,14.65,0.00,0.00,2020-01-28,2020-02-03,2
20200121,AZ,70.37,6.63,8.36,14.65,0.00,0.00,2020-01-21,2020-01-27,2
20200114,AZ,70.37,6.63,8.36,14.65,0.00,0.00,2020-01-14,2020-01-20,2
20200107,AZ,70.37,6.63,8.36,14.65,0.00,0.00,2020-01-07,2020-01-13,2
20191231,AZ,70.37,6.63,6.27,16.73,0.00,0.00,2019-12-31,2020-01-06,2
20191224,AZ,50.54,22.84,4.61,22.01,0.00,0.00,2019-12-24,2019-12-30,2
20191217,AZ,50.54,22.84,4.61,22.01,0.00,0.00,2019-12-17,2019-12-23,2
20191210,AZ,50.54,22.84,4.61,22.01,0.00,0.00,2019-12-10,2019-12-16,2
20191203,AZ,24.05,29.62,20.88,25.44,0.00,0.00,2019-12-03,2019-12-09,2
20191126,AZ,8.68,20.46,32.34,37.53,1.00,0.00,2019-11-26,2019-12-02,2
20191119,AZ,8.18,13.42,32.65,44.75,1.00,0.00,2019-11-19,2019-11-25,2
20191112,AZ,8.18,13.42,32.84,45.56,0.00,0.00,2019-11-12,2019-11-18,2
20191105,AZ,8.18,13.47,38.83,39.52,0.00,0.00,2019-11-05,2019-11-11,2
20191029,AZ,8.18,13.47,38.83,39.52,0.00,0.00,2019-10-29,2019-11-04,2
20191022,AZ,8.18,13.47,38.83,39.52,0.00,0.00,2019-10-22,2019-10-28,2
20191015,AZ,8.18,14.97,42.88,33.96,0.00,0.00,2019-10-15,2019-10-21,2
20191008,AZ,8.18,14.97,49.31,27.53,0.00,0.00,2019-10-08,2019-10-14,2
20191001,AZ,5.00,14.00,55.34,25.66,0.00,0.00,2019-10-01,2019-10-07,2
20190924,AZ,3.30,11.23,59.67,25.80,0.00,0.00,2019-09-24,2019-09-30,2
20190917,AZ,3.30,11.23,59.67,25.80,0.00,0.00,2019-09-17,2019-09-23,2
20190910,AZ,6.19,20.22,57.76,15.83,0.00,0.00,2019-09-10,2019-09-16,2
20190903,AZ,11.16,62.93,25.91,0.00,0.00,0.00,2019-09-03,2019-09-09,2
20190827,AZ,23.61,56.92,19.47,0.00,0.00,0.00,2019-08-27,2019-09-02,2
20190820,AZ,46.57,53.43,0.00,0.00,0.00,0.00,2019-08-20,2019-08-26,2
20190813,AZ,61.13,38.87,0.00,0.00,0.00,0.00,2019-08-13,2019-08-19,2
20190806,AZ,95.17,4.83,0.00,0.00,0.00,0.00,2019-08-06,2019-08-12,2
20190730,AZ,95.17,4.83,0.00,0.00,0.00,0.00,2019-07-30,2019-08-05,2
20190723,AZ,95.17,4.83,0.00,0.00,0.00,0.00,2019-07-23,2019-07-29,2
20190716,AZ,95.31,4.69,0.00,0.00,0.00,0.00,2019-07-16,2019-07-22,2
20190709,AZ,95.31,4.69,0.00,0.00,0.00,0.00,2019-07-09,2019-07-15,2
20190702,AZ,95.31,4.69,0.00,0.00,0.00,0.00,2019-07-02,2019-07-08,2
20190625,AZ,95.31,4.69,0.00,0.00,0.00,0.00,2019-06-25,2019-07-01,2
20190618,AZ,95.31,4.69,0.00,0.00,0.00,0.00,2019-06-18,2019-06-24,2
20190611,AZ,95.31,4.69,0.00,0.00,0.00,0.00,2019-06-11,2019-06-17,2
20190604,AZ,84.31,11.26,4.44,0.00,0.00,0.00,2019-06-04,2019-06-10,2
20190528,AZ,83.91,11.65,4.44,0.00,0.00,0.00,2019-05-28,2019-06-03,2
20190521,AZ,83.91,11.66,4.44,0.00,0.00,0.00,2019-05-21,2019-05-27,2
20190514,AZ,83.31,12.10,4.59,0.00,0.00,0.00,2019-05-14,2019-05-20,2
20190507,AZ,83.31,12.10,4.59,0.00,0.00,0.00,2019-05-07,2019-05-13,2
20190430,AZ,83.31,12.10,4.59,0.00,0.00,0.00,2019-04-30,2019-05-06,2
20190423,AZ,83.27,12.09,4.63,0.00,0.00,0.00,2019-04-23,2019-04-29,2
20190416,AZ,82.23,13.14,4.63,0.00,0.00,0.00,2019-04-16,2019-04-22,2
20190409,AZ,82.23,13.14,4.63,0.00,0.00,0.00,2019-04-09,2019-04-15,2
20190402,AZ,82.23,13.14,4.63,0.00,0.00,0.00,2019-04-02,2019-04-08,2
20190326,AZ,82.23,13.14,4.63,0.00,0.00,0.00,2019-03-26,2019-04-01,2
20190319,AZ,82.17,12.32,5.30,0.21,0.00,0.00,2019-03-19,2019-03-25,2
20190312,AZ,73.02,10.71,11.15,5.13,0.00,0.00,2019-03-12,2019-03-18,2
20190305,AZ,62.24,19.01,13.24,5.50,0.00,0.00,2019-03-05,2019-03-11,2
20190226,AZ,62.24,19.06,13.19,5.50,0.00,0.00,2019-02-26,2019-03-04,2
20190219,AZ,31.27,38.60,13.51,13.28,3.34,0.00,2019-02-19,2019-02-25,2
20190212,AZ,16.00,53.25,14.12,13.28,3.34,0.00,2019-02-12,2019-02-18,2
20190205,AZ,16.00,51.10,14.60,14.95,3.34,0.00,2019-02-05,2019-02-11,2
20190129,AZ,16.00,51.02,14.75,14.93,3.30,0.00,2019-01-29,2019-02-04,2
20190122,AZ,16.00,44.99,20.78,14.93,3.30,0.00,2019-01-22,2019-01-28,2
20190115,AZ,15.82,24.85,31.53,15.20,9.30,3.30,2019-01-15,2019-01-21,2
20190108,AZ,15.82,24.50,31.88,15.20,9.30,3.30,2019-01-08,2019-01-14,2
20190101,AZ,7.38,25.83,34.70,19.49,9.30,3.30,2019-01-01,2019-01-07,2
20181225,AZ,0.00,30.21,37.11,20.07,9.30,3.30,2018-12-25,2018-12-31,2
20181218,AZ,0.00,30.21,37.03,20.16,9.30,3.30,2018-12-18,2018-12-24,2
20181211,AZ,0.00,30.21,37.03,20.16,9.30,3.30,2018-12-11,2018-12-17,2
20181204,AZ,0.00,26.01,39.62,21.77,9.30,3.30,2018-12-04,2018-12-10,2
20181127,AZ,0.00,26.01,39.59,21.80,8.27,4.33,2018-11-27,2018-12-03,2
20181120,AZ,0.00,23.01,41.67,22.72,8.27,4.33,2018-11-20,2018-11-26,2
20181113,AZ,0.00,18.48,46.19,22.72,8.27,4.33,2018-11-13,2018-11-19,2
20181106,AZ,0.00,16.24,48.43,22.72,8.28,4.32,2018-11-06,2018-11-12,2
20181030,AZ,0.00,13.33,43.95,30.11,8.28,4.32,2018-10-30,2018-11-05,2
20181023,AZ,0.00,9.52,47.76,30.11,8.28,4.32,2018-10-23,2018-10-29,2
20181016,AZ,0.00,9.52,47.76,26.57,11.82,4.32,2018-10-16,2018-10-22,2
20181009,AZ,0.00,3.63,42.49,30.24,16.70,6.94,2018-10-09,2018-10-15,2
20181002,AZ,0.00,1.24,21.77,42.87,25.49,8.62,2018-10-02,2018-10-08,2
20180925,AZ,0.00,0.00,16.02,42.07,33.29,8.62,2018-09-25,2018-10-01,2
20180918,AZ,0.00,0.00,16.02,42.07,33.29,8.62,2018-09-18,2018-09-24,2
20180911,AZ,0.00,0.00,16.02,42.07,33.29,8.62,2018-09-11,2018-09-17,2
20180904,AZ,0.00,0.00,10.33,41.44,39.61,8.62,2018-09-04,2018-09-10,2
20180828,AZ,0.00,0.00,9.21,42.56,39.61,8.62,2018-08-28,2018-09-03,2
20180821,AZ,0.00,0.00,8.99,42.78,39.61,8.62,2018-08-21,2018-08-27,2
20180814,AZ,0.00,0.00,8.99,42.78,39.61,8.62,2018-08-14,2018-08-20,2
20180807,AZ,0.00,0.00,8.99,33.89,46.57,10.55,2018-08-07,2018-08-13,2
20180731,AZ,0.00,0.00,8.99,33.36,47.10,10.55,2018-07-31,2018-08-06,2
20180724,AZ,0.00,0.00,2.95,32.50,54.00,10.55,2018-07-24,2018-07-30,2
20180717,AZ,0.00,0.00,2.95,24.66,57.45,14.95,2018-07-17,2018-07-23,2
20180710,AZ,0.00,0.00,2.95,23.43,57.91,15.71,2018-07-10,2018-07-16,2
20180703,AZ,0.00,0.00,2.95,23.43,57.91,15.71,2018-07-03,2018-07-09,2
20180626,AZ,0.00,0.00,2.95,23.43,57.91,15.71,2018-06-26,2018-07-02,2
20180619,AZ,0.00,0.00,2.95,23.43,57.91,15.71,2018-06-19,2018-06-25,2
20180612,AZ,0.00,0.00,2.95,23.43,57.91,15.71,2018-06-12,2018-06-18,2
20180605,AZ,0.00,0.00,2.95,23.44,57.90,15.71,2018-06-05,2018-06-11,2
20180529,AZ,0.00,0.00,2.95,23.44,57.90,15.71,2018-05-29,2018-06-04,2
20180522,AZ,0.00,0.00,2.95,23.85,57.49,15.71,2018-05-22,2018-05-28,2
20180515,AZ,0.00,0.00,2.93,34.00,52.75,10.33,2018-05-15,2018-05-21,2
20180508,AZ,0.00,0.00,4.02,32.92,53.44,9.62,2018-05-08,2018-05-14,2
20180501,AZ,0.00,0.00,4.02,35.63,50.72,9.62,2018-05-01,2018-05-07,2
20180424,AZ,0.00,0.00,6.95,45.08,38.34,9.62,2018-04-24,2018-04-30,2
20180417,AZ,0.00,0.00,7.37,45.06,43.25,4.31,2018-04-17,2018-04-23,2
20180410,AZ,0.00,0.00,7.37,45.06,43.58,3.98,2018-04-10,2018-04-16,2
20180403,AZ,0.00,0.00,7.37,45.13,47.49,0.00,2018-04-03,2018-04-09,2
20180327,AZ,0.00,0.00,10.53,42.98,46.49,0.00,2018-03-27,2018-04-02,2
20180320,AZ,0.00,0.00,15.84,48.87,35.29,0.00,2018-03-20,2018-03-26,2
20180313,AZ,0.00,0.00,15.84,60.39,23.77,0.00,2018-03-13,2018-03-19,2
20180306,AZ,0.00,0.00,15.91,60.32,23.77,0.00,2018-03-06,2018-03-12,2
20180227,AZ,0.00,0.00,26.78,63.94,9.27,0.00,2018-02-27,2018-03-05,2
20180220,AZ,0.00,0.00,26.78,63.94,9.27,0.00,2018-02-20,2018-02-26,2
20180213,AZ,0.00,0.00,26.59,64.50,8.91,0.00,2018-02-13,2018-02-19,2
20180206,AZ,0.00,0.00,34.68,56.41,8.91,0.00,2018-02-06,2018-02-12,2
20180130,AZ,0.00,0.00,35.73,55.36,8.91,0.00,2018-01-30,2018-02-05,2
20180123,AZ,0.00,0.00,48.94,51.06,0.00,0.00,2018-01-23,2018-01-29,2
20180116,AZ,0.00,0.00,71.27,28.73,0.00,0.00,2018-01-16,2018-01-22,2
20180109,AZ,0.00,0.00,71.27,28.73,0.00,0.00,2018-01-09,2018-01-15,2
20180102,AZ,0.00,0.00,71.34,28.66,0.00,0.00,2018-01-02,2018-01-08,2
20171226,AZ,0.00,0.00,96.04,3.96,0.00,0.00,2017-12-26,2018-01-01,2
20171219,AZ,0.00,0.00,96.04,3.96,0.00,0.00,2017-12-19,2017-12-25,2
20171212,AZ,0.00,2.72,95.22,2.05,0.00,0.00,2017-12-12,2017-12-18,2
20171205,AZ,0.00,2.72,95.22,2.05,0.00,0.00,2017-12-05,2017-12-11,2
20171128,AZ,0.00,26.90,71.05,2.05,0.00,0.00,2017-11-28,2017-12-04,2
20171121,AZ,8.61,46.75,42.59,2.05,0.00,0.00,2017-11-21,2017-11-27,2
20171114,AZ,8.61,47.13,42.20,2.05,0.00,0.00,2017-11-14,2017-11-20,2
20171107,AZ,9.34,46.40,42.20,2.05,0.00,0.00,2017-11-07,2017-11-13,2
20171031,AZ,20.98,37.75,39.22,2.05,0.00,0.00,2017-10-31,2017-11-06,2
20171024,AZ,28.63,45.47,25.90,0.00,0.00,0.00,2017-10-24,2017-10-30,2
20171017,AZ,37.91,51.40,10.69,0.00,0.00,0.00,2017-10-17,2017-10-23,2
20171010,AZ,38.00,51.30,10.69,0.00,0.00,0.00,2017-10-10,2017-10-16,2
20171003,AZ,37.51,51.79,10.69,0.00,0.00,0.00,2017-10-03,2017-10-09,2
20170926,AZ,45.38,43.93,10.69,0.00,0.00,0.00,2017-09-26,2017-10-02,2
20170919,AZ,75.16,14.14,10.69,0.00,0.00,0.00,2017-09-19,2017-09-25,2
20170912,AZ,75.16,14.14,10.69,0.00,0.00,0.00,2017-09-12,2017-09-18,2
20170905,AZ,75.16,14.14,10.69,0.00,0.00,0.00,2017-09-05,2017-09-11,2
20170829,AZ,75.16,14.14,10.69,0.00,0.00,0.00,2017-08-29,2017-09-04,2
20170822,AZ,75.16,14.14,10.69,0.00,0.00,0.00,2017-08-22,2017-08-28,2
20170815,AZ,67.12,22.19,10.69,0.00,0.00,0.00,2017-08-15,2017-08-21,2
20170808,AZ,67.11,22.20,10.47,0.23,0.00,0.00,2017-08-08,2017-08-14,2
20170801,AZ,60.92,28.39,10.47,0.23,0.00,0.00,2017-08-01,2017-08-07,2
20170725,AZ,34.20,50.05,15.52,0.23,0.00,0.00,2017-07-25,2017-07-31,2
20170718,AZ,21.88,48.26,29.64,0.23,0.00,0.00,2017-07-18,2017-07-24,2
20170711,AZ,35.55,34.58,29.64,0.23,0.00,0.00,2017-07-11,2017-07-17,2
20170704,AZ,35.55,36.62,27.60,0.23,0.00,0.00,2017-07-04,2017-07-10,2
20170627,AZ,48.93,23.24,27.60,0.23,0.00,0.00,2017-06-27,2017-07-03,2
20170620,AZ,48.93,23.24,27.60,0.23,0.00,0.00,2017-06-20,2017-06-26,2
20170613,AZ,52.14,20.03,27.60,0.23,0.00,0.00,2017-06-13,2017-06-19,2
20170606,AZ,52.14,20.03,27.60,0.23,0.00,0.00,2017-06-06,2017-06-12,2
20170530,AZ,52.14,20.03,27.60,0.23,0.00,0.00,2017-05-30,2017-06-05,2
20170523,AZ,52.14,20.03,27.60,0.23,0.00,0.00,2017-05-23,2017-05-29,2
20170516,AZ,52.15,20.02,27.60,0.23,0.00,0.00,2017-05-16,2017-05-22,2
20170509,AZ,52.10,21.40,26.28,0.23,0.00,0.00,2017-05-09,2017-05-15,2
20170502,AZ,58.92,27.57,13.29,0.23,0.00,0.00,2017-05-02,2017-05-08,2
20170425,AZ,58.97,27.52,13.29,0.23,0.00,0.00,2017-04-25,2017-05-01,2
20170418,AZ,58.97,27.52,13.29,0.23,0.00,0.00,2017-04-18,2017-04-24,2
20170411,AZ,71.87,14.61,13.29,0.23,0.00,0.00,2017-04-11,2017-04-17,2
20170404,AZ,71.87,14.61,13.29,0.23,0.00,0.00,2017-04-04,2017-04-10,2
20170328,AZ,71.87,14.61,13.29,0.23,0.00,0.00,2017-03-28,2017-04-03,2
20170321,AZ,71.87,14.61,13.29,0.23,0.00,0.00,2017-03-21,2017-03-27,2
20170314,AZ,71.87,14.61,13.29,0.23,0.00,0.00,2017-03-14,2017-03-20,2
20170307,AZ,71.87,14.61,13.29,0.23,0.00,0.00,2017-03-07,2017-03-13,2
20170228,AZ,47.36,37.92,14.11,0.61,0.00,0.00,2017-02-28,2017-03-06,2
20170221,AZ,44.99,40.00,14.40,0.61,0.00,0.00,2017-02-21,2017-02-27,2
20170214,AZ,44.99,41.11,13.29,0.61,0.00,0.00,2017-02-14,2017-02-20,2
20170207,AZ,44.99,41.09,13.31,0.61,0.00,0.00,2017-02-07,2017-02-13,2
20170131,AZ,44.99,41.09,13.31,0.61,0.00,0.00,2017-01-31,2017-02-06,2
20170124,AZ,41.03,35.55,19.77,3.65,0.00,0.00,2017-01-24,2017-01-30,2
20170117,AZ,38.68,36.56,21.11,3.65,0.00,0.00,2017-01-17,2017-01-23,2
20170110,AZ,38.68,36.56,21.11,3.65,0.00,0.00,2017-01-10,2017-01-16,2
20170103,AZ,38.68,36.56,21.11,3.65,0.00,0.00,2017-01-03,2017-01-09,2
20161227,AZ,31.88,35.10,29.36,3.65,0.00,0.00,2016-12-27,2017-01-02,2
20211228,CA,0.00,0.00,13.72,53.35,32.10,0.84,2021-12-28,2022-01-03,2
20211221,CA,0.00,0.00,7.56,13.00,56.33,23.11,2021-12-21,2021-12-27,2
20211214,CA,0.00,0.00,7.57,12.15,52.01,28.27,2021-12-14,2021-12-20,2
20211207,CA,0.00,0.00,7.57,12.15,52.01,28.27,2021-12-07,2021-12-13,2
20211130,CA,0.00,0.00,7.57,12.15,52.01,28.27,2021-11-30,2021-12-06,2
20211123,CA,0.00,0.00,7.57,12.15,52.01,28.27,2021-11-23,2021-11-29,2
20211116,CA,0.00,0.00,7.57,12.15,42.66,37.62,2021-11-16,2021-11-22,2
20211109,CA,0.00,0.00,7.57,12.15,42.66,37.62,2021-11-09,2021-11-15,2
20211102,CA,0.00,0.00,6.19,10.48,44.59,38.74,2021-11-02,2021-11-08,2
20211026,CA,0.00,0.00,6.19,10.48,44.59,38.74,2021-10-26,2021-11-01,2
20211019,CA,0.00,0.00,6.19,6.63,41.52,45.66,2021-10-19,2021-10-25,2
20211012,CA,0.00,0.00,6.07,6.75,41.52,45.66,2021-10-12,2021-10-18,2
20211005,CA,0.00,0.00,6.07,6.05,42.22,45.66,2021-10-05,2021-10-11,2
20210928,CA,0.00,0.00,6.07,6.05,42.22,45.66,2021-09-28,2021-10-04,2
20210921,CA,0.00,0.00,6.07,6.05,42.22,45.66,2021-09-21,2021-09-27,2
20210914,CA,0.00,0.00,6.07,5.99,42.28,45.66,2021-09-14,2021-09-20,2
20210907,CA,0.00,0.00,6.07,5.99,42.28,45.66,2021-09-07,2021-09-13,2
20210831,CA,0.00,0.00,4.44,7.19,40.98,47.40,2021-08-31,2021-09-06,2
20210824,CA,0.00,0.00,4.42,7.21,40.98,47.40,2021-08-24,2021-08-30,2
20210817,CA,0.00,0.00,4.42,7.21,39.40,48.97,2021-08-17,2021-08-23,2
20210810,CA,0.00,0.00,4.93,6.69,41.28,47.10,2021-08-10,2021-08-16,2
20210803,CA,0.00,0.00,4.93,6.69,41.93,46.45,2021-08-03,2021-08-09,2
20210727,CA,0.00,0.00,4.91,6.50,42.10,46.49,2021-07-27,2021-08-02,2
20210720,CA,0.00,0.00,5.25,9.00,52.33,33.42,2021-07-20,2021-07-26,2
20210713,CA,0.00,0.00,5.25,9.02,52.41,33.32,2021-07-13,2021-07-19,2
20210706,CA,0.00,0.00,5.27,9.29,52.12,33.32,2021-07-06,2021-07-12,2
20210629,CA,0.00,0.00,5.27,9.29,52.12,33.32,2021-06-29,2021-07-05,2
20210622,CA,0.00,0.00,5.27,9.29,52.12,33.32,2021-06-22,2021-06-28,2
